id,id_usuario,id_universidad,id_grado_academico,titulo_profesional,especialidad,fecha_emision,resolucion,fecha_resolucion,flag_resolucion_nulidad,nro_resolucion_nulidad,fecha_resolucion_nulidad,id_tipo_obtencion
235,61,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1977-01-18,-,,,,,2
236,61,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1977-03-18,-,,,,,2
237,62,1,2,Médico Veterinario y Zootecnista,-,1974-08-15,-,,,,,2
238,62,1,1,Bachiller en Medicina Veterinaria y Zootecnia,-,1974-08-15,-,,,,,2
239,63,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1974-08-02,-,,,,,2
240,63,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1975-05-16,-,,,,,2
241,63,2,3,MAGISTER SCIENTIAE,ESPECIALIDAD: PRODUCCION ANIMAL,1990-02-14,50941/UNALM,,,,,2
242,63,1,4,"DOCTORIS SCIENTIAE EN CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2012-09-14,2049-2012-R-UNA,,,,,2
243,64,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1976-05-17,-,,,,,2
244,64,1,2,Médico Veterinario y Zootecnista,-,1976-07-16,-,,,,,2
245,64,19,2,ABOGADO,-,1999-07-02,137-99-CU-R-UANCV,,,,,2
246,64,19,1,BACHILLER EN DERECHO,-,1999-01-08,RES-001-1999-CU-R-UANCV,,,,,2
247,64,22,3,MAGISTER EN FISIOLOGIA,-,1992-02-18,105312,,,,,2
248,64,19,4,DOCTOR EN SALUD PÚBLICA,-,2021-10-25,0526-2021-UANCV-CU-R,,,,,2
249,66,1,3,Maestro en Ciencia Animal con Mención en Salud Animal,-,2018-11-30,3099-2018-R-UNA,,,,,2
250,66,1,2,Médico Veterinario y Zootecnista,-,1975-10-17,-,,,,,2
251,66,1,1,Bachiller en Medicina Veterinaria y Zootecnia,-,1975-10-14,-,,,,,2
252,65,1,1,BACHILLER EN CIENCIAS AGRARIAS,-,1971-07-14,-,,,,,2
253,65,1,2,Ingeniero Agrónomo,-,1971-11-09,-,,,,,2
254,67,1,2,Médico Veterinario y Zootecnista,-,1979-09-05,-,,,,,2
255,67,1,1,Bachiller en Medicina Veterinaria y Zootecnia,-,1979-01-17,-,,,,,2
256,68,23,4,DOCTORA EN GOBIERNO Y POLITICA PUBLICA,-,2014-02-07,135-2014-CU-R-USMP,,,,,2
257,68,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1977-04-12,-,,,,,2
258,68,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1978-03-12,-,,,,,2
259,69,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1980-04-18,-,,,,,2
260,69,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1980-04-21,-,,,,,2
261,69,1,3,MAGISTER SCIENTIAE EN SALUD PUBLICA,MENCION EPIDEMIOLOGIA,2010-02-19,0286-2010-R-UNA,,,,,2
262,71,10,4,DOCTOR EN CIENCIAS: SALUD PUBLICA,-,2011-02-18,RCU 066-2011,,,,,2
263,71,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1978-02-03,-,,,,,2
264,71,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1979-05-18,-,,,,,2
265,71,1,3,MAGISTER SCIENTIAE EN GANADERIA ANDINA,-,1993-06-04,-,,,,,2
266,71,10,4,DOCTORADO EN CIENCIAS: SALUD PUBLICA,-,2011-02-18,RCU 066-2011,,,,,2
267,71,10,4,DOCTOR EN CIENCIAS SALUD PUBLICA,-,2011-02-18,RCU 066-2011,,,,,2
268,70,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1979-06-06,-,,,,,2
269,70,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1979-10-19,-,,,,,2
270,74,1,3,MAGISTER SCIENTIA EN DESARROLLO RURAL,-,1994-01-28,-,,,,,2
271,74,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1980-12-05,-,,,,,2
272,74,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1980-01-30,-,,,,,2
273,74,1,4,"DOCTORIS SCIENTIAE EN CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2013-07-10,2018-2013-R-UNA,,,,,2
274,75,1,2,Médico Veterinario y Zootecnista,-,1978-04-07,-,,,,,2
275,75,1,1,Bachiller en Medicina Veterinaria y Zootecnia,-,1977-11-22,-,,,,,2
276,75,1,3,Maestro en Ciencia Animal con Mención en: Producción Animal,-,2022-09-22,2073-2022-R-UNA,,,,,2
277,72,1,2,Médico Veterinario y Zootecnista,-,1980-06-20,-,,,,,2
278,72,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1980-01-15,-,,,,,2
279,76,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1981-06-12,-,,,,,2
280,76,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1981-10-02,-,,,,,2
281,79,1,3,MAGISTER SCIENTIAE EN PRODUCCION ANIMAL,-,2001-11-23,1800-2001-R-UNA,,,,,2
282,79,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1978-08-11,-,,,,,2
283,79,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1977-03-25,-,,,,,2
284,79,10,4,DOCTOR EN CIENCIAS: BIOMEDICAS,-,2013-01-18,RCU 017-2013,,,,,2
285,80,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1977-09-23,-,,,,,2
286,80,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1977-12-16,-,,,,,2
287,80,10,4,DOCTOR EN CIENCIAS Y TECNOLOGIAS MEDIOAMBIENTALES,-,2012-08-17,RCU 428-2012,,,,,2
288,80,1,3,MAGISTER SCIENTIAE EN PRODUCCION ANIMAL,-,2000-08-18,1161-2000-R-UNA,,,,,2
289,81,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1981-12-22,-,,,,,2
290,81,1,4,"DOCTORIS SCIENTIAE EN CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2013-07-10,2018-2013-R-UNA,,,,,2
291,81,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,,-,,,,,2
292,77,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1977-11-15,-,,,,,2
293,77,10,4,DOCTOR EN CIENCIAS BIOMEDICAS,-,2011-02-18,RCU 066-2011,,,,,2
294,77,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1978-04-14,-,,,,,2
295,77,1,3,MAGISTER SCIENTIAE EN GANADERIA ANDINA,-,1998-01-02,2047-97-R-UNA,,,,,2
296,78,1,3,MAGISTER SCIENTIAE EN PRODUCCION ANIMAL,-,2000-01-28,65-2000-R-UNA,,,,,2
297,78,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1977-06-03,-,,,,,2
298,78,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1977-01-10,-,,,,,2
299,84,2,4,DOCTORIS PHILOSOPHIAE,EN: CIENCIA ANIMAL,2009-05-08,587,,,,,2
300,84,2,3,MAGISTER SCIENTIAE,ESPECIALIDAD: NUTRICION,1992-09-04,52927,,,,,2
301,84,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1983-08-19,-,,,,,2
302,84,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1982-05-21,-,,,,,2
303,82,1,2,Médico Veterinario y Zootecnista,-,1972-12-01,-,,,,,2
304,82,1,1,Bachiller en Medicina Veterinaria y Zootecnia,-,1972-06-14,-,,,,,2
305,85,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1976-07-01,-,,,,,2
306,85,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1975-10-14,-,,,,,2
307,83,1,2,Médico Veterinario y Zootecnista,-,1980-11-14,-,,,,,2
308,83,1,1,Bachiller en Medicina Veterinaria y Zootecnia,-,1979-09-05,-,,,,,2
309,86,1,3,MAGISTER SCIENTIAE EN GESTION EMPRESARIAL,-,2011-06-03,1068-2011-R-UNA,,,,,2
310,86,1,1,BACHILLER EN MEDICINA VETERTINARIA Y ZOOTECNIA,-,1979-01-30,-,,,,,2
311,86,1,2,MEDICO VETERINARIO Y ZOOTECNIA,-,1979-10-19,-,,,,,2
312,86,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2019-03-26,0646-2019-R-UNA,,,,,2
313,87,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1988-04-22,0365-88-R-UNA,,,,,2
314,87,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1985-06-28,0771-85-R-UNA,,,,,2
315,87,2,3,MAGISTER SCIENTIAE EN PRODUCCIÓN ANIMAL,-,1999-03-12,181-1999-UNALM,,,,,2
316,87,10,4,DOCTOR EN CIENCIAS: BIOMÉDICAS,-,2024-10-18,U.G.Y.T. N° 016-2024,,,,,2
317,88,2,3,MAGISTER SCIENTIAE ESPECIALIDAD EN NUTRICION,-,1998-06-16,405-98-UNALM,,,,,2
318,88,2,3,MAGISTER SCIENTIAE,ESPECIALIDAD: NUTRICION,1998-06-16,405,,,,,2
319,88,2,4,DOCTORIS PHILOSOPHIAE EN CIENCIA ANIMAL,-,2009-05-08,587,,,,,2
320,88,2,3,MAGISTER EN SCIENTIAE,NUTRICION,1998-06-16,405-98-UNALM,,,,,2
321,88,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1987-05-29,519-87-R-UNA,,,,,2
322,88,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1986-10-03,1108-86-R-UNA,,,,,2
323,89,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1984-10-12,1342-84-R-UNA,,,,,2
324,89,1,4,DOCTORIS SCIENTIAE EN CIENCIAS DE LA SALUD,-,2010-05-21,1052-2010-R-UNA,,,,,2
325,89,22,3,MAGISTER EN SALUD ANIMAL,-,2000-02-18,07873-CR-99,,,,,2
326,89,1,1,Bachiller en Medicina Veterinaria y Zootecnia,-,1983-04-19,-,,,,,2
327,91,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1988-04-22,365-88-R-UNA,,,,,2
328,91,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1987-11-06,1382-87-R-UNA,,,,,2
329,91,18,4,DOCTOR EN SALUD PUBLICA,-,2006-11-29,3501,,,,,2
330,91,22,3,MAGISTER EN SALUD ANIMAL,-,1999-07-12,3151-CR-99,,,,,2
331,90,26,4,DOCTOR EN BIOLOGIA,-,2012-07-05,366-2012-CU-R-UNS,,,,,2
332,90,1,1,Bachiller en Medicina Veterinaria y Zootecnia,-,1986-07-18,703-86-R-UNA,,,,,2
333,93,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1988-12-21,-,,,,,2
334,93,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1989-11-15,1032-89-R-UNA,,,,,2
335,93,1,3,MAGISTER SCIENTIAE EN GANADERIA ANDINA,-,1998-01-02,2047-97-R-UNA,,,,,2
336,93,10,4,DOCTOR EN CIENCIAS: BIOMEDICA,-,2010-11-19,RCU 609-2010,,,,,2
337,97,1,3,MAGISTER SCIENTIAE EN SALUD ANIMAL,-,2011-03-18,0507-2011-R-UNA,,,,,2
338,97,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1981-12-22,-,,,,,2
339,97,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1982-11-26,-,,,,,2
340,97,1,4,Doctoris Scientiae en Ciencias de la Salud,-,2018-11-30,3097-2018-R-UNA,,,,,2
341,96,1,2,MÉDICO VETERINARIO Y ZOOTECNISTA,-,1988-04-22,365-88-R-UNA,,,,,2
342,96,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1987-11-06,1373-87-R-UNA,,,,,2
343,96,27,4,TÍTULO DE DOCTOR EN CIENCIAS BIOLÓGICAS ,-,,1115-2009-ANR,,,,,2
344,96,9,3,GRADO ACADÉMICO DE MAGISTER EN PRODUCCIÓN ANIMAL,-,,128-2000-ANR,,,,,2
345,98,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1991-01-11,27-91-R-UNA,,,,,2
346,98,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1990-01-26,-,,,,,2
347,98,1,3,MAGISTER SCIENTIAE EN PRODUCCION ANIMAL,-,2001-01-26,0061-2001-R-UNA,,,,,2
348,98,10,4,DOCTOR EN CIENCIAS: SALUD PUBLICA,-,2016-03-23,R.C.U. 127-2016,,,,,2
349,99,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1991-02-01,137-91-R-UNA,,,,,2
350,99,10,3,MAESTRO EN CIENCIAS: BIOMEDICAS BASICAS - no registra bachiller,BIOQUIMICA Y BIOLOGIA MOLECULAR,2011-05-13,RCU 145-2011,,,,,2
351,99,10,4,DOCTOR EN BIOLOGÍA MOLECULAR Y BIOTECNOLOGÍA,-,2019-01-11,O.G.Y.T. 001-2019,,,,,2
352,99,10,3,MAESTRO EN CIENCIAS: BIOMEDICAS BASICAS,BIOQUIMICA Y BIOLOGIA MOLECULAR,2011-05-13,RCU 145-2011,,,,,2
353,100,1,3,MAGISTER SCIENTIAE EN PRODUCCION ANIMAL,-,2010-12-24,2731-2010-R-UNA,,,,,2
354,100,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1981-09-03,-,,,,,2
355,100,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1981-12-11,-,,,,,2
356,100,1,4,"Doctor en Ciencia, Tecnología y Medio Ambiente",-,2025-06-10,1710-2025-R-UNA,,,,,2
357,104,1,2,Médico Veterinario y Zootecnista,-,1980-12-05,-,,,,,2
358,104,1,1,Bachiller en Medicina Veterinaria y Zootecnia,-,1979-09-05,-,,,,,2
359,104,1,3,Maestro en Ciencia Animal con Mención en: Salud Animal,-,2023-08-24,2210-2023-R-UNA,,,,,2
360,106,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1994-02-04,-,,,,,2
361,106,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1994-12-02,1770-94-R-UNA,,,,,2
362,106,1,3,MAGISTER SCIENTIAE EN: SALUD PUBLICA,CON MENCION EN: EPIDEMIOLOGIA,2014-07-09,2367-2014-R-UNA,,,,,2
363,106,1,4,Doctoris Scientiae en Ciencias de la Salud,-,2023-12-28,3492-2023-R-UNA,,,,,2
364,108,1,4,DOCTORIS SCIENTIAE EN: CIENCIAS DE LA SALUD,-,2015-11-28,3474-2015-R-UNA,,,,,2
365,108,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1988-12-21,-,,,,,2
366,108,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1991-02-01,137-91-R-UNA,,,,,2
367,108,1,3,MAGISTER SCIENTIAE EN PRODUCCION ANIMAL,-,2003-12-19,2228-2003-R-UNA,,,,,2
368,107,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1992-10-02,1174-92-R-UNA,,,,,2
369,107,1,3,MAGISTER SCIENTIAE EN REPRODUCCION ANIMAL,-,2012-02-24,0345-2012-R-UNA,,,,,2
370,107,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1992-12-18,1549-92-R-UNA,,,,,2
371,107,1,4,"Doctoris Scientiae en: Ciencia, Tecnología y Medio Ambiente",-,2017-12-15,4026-2017-R-UNA,,,,,2
372,109,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1995-07-21,956-95-R-UNA,,,,,2
373,109,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1996-01-19,068-96-R-UNA,,,,,2
374,109,9,3,GRADO ACADÉMICO DE MAGÍSTER EN PRODUCCIÓN ANIMAL,-,1999-09-01,RESOLUCIÓN Nº 7314-2018-SUNEDU-02-15-02,,,,,2
375,110,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,2004-02-06,0251-2004-R-UNA,,,,,2
376,110,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1991-12-20,1490-91-R-UNA,,,,,2
377,110,1,3,Magíster Scientiae en Producción Animal,-,2018-01-09,0027-2018-R-UNA,,,,,2
378,112,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,2005-02-04,401-2005-P-CTG-UNA,,,,,2
379,112,2,3,MAGISTER SCIENTIAE,ESPECIALIDAD: PRODUCCION ANIMAL,2007-12-28,848/UNALM,,,,,2
380,112,2,4,DOCTORIS PHILOSHOPHIAE EN CIENCIA ANIMAL,-,2019-10-28,397-CU-UNALM,,,,,2
381,112,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,2003-10-03,1779-2003-R-UNA,,,,,2
382,111,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1996-10-11,1490-96-R-UNA,,,,,2
383,111,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1998-12-04,2174-98-R-UNA,,,,,2
384,111,1,3,Magíster Scientiae en Economía Mención en: Proyectos de Inversión,-,2019-11-15,2895-2019-R-UNA,,,,,2
385,113,18,4,DOCTOR EN ADMINISTRACION,-,2007-07-13,4777,,,,,2
386,113,1,4,DOCTORIS SCIENTIAE,ECONOMIA Y GESTION,2010-12-24,2735-2010-R-UNA,,,,,2
387,113,1,4,DOCTORIS SCIENTIAE EN ECONOMIA Y GESTION,-,2010-12-24,2735-2010-R-UNA,,,,,2
388,113,28,3,MASTER EN ASUNTOS PUBLICOS E INTERNACIONALES,-,1979-11-13,8080-79-CONUP,,,,,2
389,113,29,3,GRADO DE MÁSTER EN ASUNTOS PÚBLICOS E INTERNACIONALES,-,,8080-79-CONUP,,,,,2
390,113,29,2,GRADO DE BACHILLER EN HUMANIDADES-TÍTULO PROFESIONAL DE ECONOMÍA,-,,1060-2012-ANR,,,,,2
391,114,1,4,DOCTORIS SCIENTIAE EN CONTABILIDAD Y ADMINISTRACION,-,2012-12-06,2894-2012-R-UNA,,,,,2
392,114,1,2,INGENIERO ECONOMISTA,-,1976-12-14,-,,,,,2
393,114,1,1,BACHILLER EN ECONOMIA,-,1975-12-19,-,,,,,2
394,114,1,3,MAGISTER SCIENTIAE EN ECONOMIA: ECONOMIA DE LA EMPRESA,-,1997-09-12,1199-97-R-UNA,,,,,2
395,114,30,1,Bachiller en Derecho,-,2023-03-16,018-2023-UPSC/CU/PUNO,,,,,2
396,114,30,2,Abogado,-,2023-10-12,083-2023-UPSC/CU/PUNO,,,,,2
397,117,10,1,BACHILLER EN CIENCIAS ECONOMICAS Y COMERCIALES,-,1978-03-17,-,,,,,2
398,117,10,2,ECONOMISTA,-,1980-11-11,-,,,,,2
399,117,28,3,MAESTRO EN ECONOMIA,UNI. NAC. AUTONOMA DE MEXICO - MEXICO,,1174-98-ANR,,,,,2
400,117,18,4,DOCTOR EN ECONOMIA,-,2003-12-31,7518,,,,,2
401,116,1,2,Ingeniero Economista,-,1980-01-30,-,,,,,2
402,116,1,1,Bachiller en Economía,-,1978-10-31,-,,,,,2
403,116,32,4,GRADO DE DOCTOR EN ESTUDIOS URBANOS Y AMBIENTALES,-,,1233-2010-ANR,,,,,2
404,116,33,3,TÍTULO DE MAGISTER EN PLANIFICACIÓN Y ADMINISTRACIÓN DEL DESARROLLO REGIONAL,-,,548-90-ANR,,,,,2
405,120,1,4,DOCTORIS SCIENTIAE EN: ADMINISTRACION,-,2014-07-09,2367-2014-R-UNA,,,,,2
406,120,1,1,Bachiller en Economía,-,1978-11-08,-,,,,,2
407,120,1,2,Ingeniero Economista,-,1982-01-29,-,,,,,2
408,120,21,3,GRADO DE MAESTRO EN CIENCIAS EN POLÍTICAS DEL DESARROLLO,-,2005-10-31,1725-2006-ANR,,,,,2
409,119,2,3,MAGISTER SCIENTAE. ESPECIALIDAD: ECONOMIA AGRICOLA,-,1999-09-21,528/99-UNALM,,,,,2
410,119,2,3,MAGISTER SCIENTIAE,ECONOMIA AGRICOLA,1999-09-21,528-1999-UNALM,,,,,2
411,118,1,2,INGENIERO ECONOMISTA,-,1986-11-14,1369-86-R-UNA,,,,,2
412,118,1,1,BACHILLER EN ECONOMIA,-,1973-08-13,-,,,,,2
413,118,10,4,DOCTOR EN CIENCIAS,CON MENCION EN ECONOMIA Y GESTION,2014-04-11,RCU 158-2014,,,,,2
414,121,35,3,MAESTRO EN ADMINISTRACION DE LA EDUCACION,-,1998-07-06,347-98-RUIGV,,,,,2
415,121,18,4,DOCTOR EN ADMINISTRACION,-,2008-05-20,6812,,,,,2
416,121,1,1,BACHILLER EN ECONOMIA,-,,-,,,,,2
417,121,1,1,BACHILLER EN INGENIERIA ECONOMICA,-,1979-05-18,-,,,,,2
418,122,1,1,BACHILLER EN ECONOMÍA,-,1979-05-18,SR,,,,,2
419,122,1,2,INGENIERO ECONOMISTA,-,1982-05-14,SR,,,,,2
420,122,10,4,DOCTOR EN CIENCIAS,ECONOMIA Y GESTION,2015-07-24,R.C.U. 287-2015,,,,,2
421,122,1,3,MAGISTER EN SCIENTIAE EN ECONOMIA,-,2004-04-30,745-2004-R-UNA,,,,,2
422,123,36,3,MAGISTER EN ADMINISTRACION,-,1999-08-10,-,,,,,2
423,123,23,4,DOCTOR EN GOBIERNO Y POLITICA PUBLICA,-,2013-05-22,679-2013-CU-R-USMP,,,,,2
424,123,1,1,Bachiller En Economía,-,1981-07-10,-,,,,,2
425,124,15,1,BACHILLER EN ECONOMIA,-,1976-08-09,R-630-76,,,,,2
426,124,15,2,ECONOMISTA,-,1985-12-19,R-984-85,,,,,2
427,125,1,2,INGENIERO ECONOMISTA,-,1981-04-10,-,,,,,2
428,125,1,1,BACHILLER EN ECONOMIA,-,1977-04-12,-,,,,,2
429,125,1,3,MAGISTER SCIENTIAE EN LINGÜISTICA ANDINA Y EDUCACION,MENCION EN PLANIFICACION Y GESTION EN EDUCACION BILINGÜE INTERCULTURAL,2010-05-21,1055-2010-R-UNA,,,,,2
430,125,18,4,DOCTOR EN ECONOMIA,-,2019-02-04,4723,,,,,2
431,125,1,3,MAGISTER SCIENTIAE EN DESARROLLO RURAL,-,2001-01-12,0030-2001-R-UNA,,,,,2
432,127,1,4,DOCTORIS SCIENTIAE EN ECONOMIA Y GESTION,-,2013-12-03,3726-2013-R-UNA,,,,,2
433,127,1,2,INGENIERO ECONOMISTA,-,1985-12-27,1945-85-R-UNA,,,,,2
434,127,1,1,BACHILLER EN ECONOMÍA,-,1985-09-12,1048-85-R-UNA,,,,,2
435,127,33,3,DIPLOMA DE MAGISTER EN ECONOMÍA DEL MEDIO AMBIENTE Y RECURSOS NATURALES,-,,918-97-ANR,,,,,2
436,128,10,4,DOCTOR EN CIENCIAS,CON MENCION EN ECONOMIA Y GESTION,2009-11-27,RCU 775-2009,,,,,2
437,128,1,3,MAGISTER SCIENTIE EN ECONOMIA,-,2001-07-13,1005-2001-R-UNA,,,,,2
438,128,1,1,BACHILLER EN ECONOMIA,-,1981-07-03,-,,,,,2
439,128,1,2,INGENIERO ECONOMISTA,-,1985-01-25,049-85-R-UNA,,,,,2
440,128,1,3,MAGISTER SCIENTIAE EN ECONOMIA,-,2001-07-13,1005-2001-R-UNA,,,,,2
441,130,1,1,Bachiller en Economía,-,1977-01-04,-,,,,,2
442,130,35,4,DOCTOR EN ADMINISTRACIÓN,-,2024-01-31,21-2024-CU-UIGV,,,,,2
443,130,35,3,MAESTRO EN ADMINISTRACION DE LA EDUCACION,-,2003-09-05,506-2003-RUIGV,,,,,2
444,126,28,3,MAGISTER EN DERECHO ECONOMICO,RECONOCIMIENTO RES. 1166-98-ANR,,1166-98-ANR,,,,,2
445,126,13,1,BACHILLER EN DERECHO,-,2010-03-25,6815-2010-R-UAP,,,,,2
446,126,1,1,BACHILLER EN ECONOMIA,-,1982-05-14,-,,,,,2
447,126,1,2,INGENIERO ECONOMISTA,-,1985-01-25,045-85-R-UNA,,,,,2
448,126,18,4,DOCTOR EN ADMINISTRACION,-,2008-06-24,7119,,,,,2
449,131,1,1,Bachiller en Economía,-,1983-05-06,-,,,,,2
450,131,1,2,Ingeniero Economista,-,1989-08-11,726-89-R-UNA,,,,,2
451,131,2,4,DOCTORIS PHILOSOPHIAE EN ECONOMÍA DE LOS RECURSOS NATURALES Y EL DESARROLLO SUSTENTABLE,-,2024-02-27,079-CU-UNALM,,,,,2
452,131,38,2,DIPLOMA ACADÉMICO DE MAGISTER EN MEDIO AMBIENTE Y DESARROLLO SOSTENIBLE MENCIÓN EN GESTIÓN AMBIENTAL URBANA O RURAL,-,2002-03-12,2086-2006-ANR,,,,,2
453,129,1,4,DOCTORIS SCIENTIAE EN ECONOMIA Y GESTION,-,2011-03-18,0504-2011-R-UNA,,,,,2
454,129,1,1,BACHILLER EN ECONOMIA,-,1990-11-02,1300-90-R-UNA,,,,,2
455,129,1,2,INGENIERO ECONOMISTA,-,1992-04-10,363-92-R-UNA,,,,,2
456,133,35,2,ABOGADO,-,2011-06-06,0439-2011-CU-UIGV,,,,,2
457,133,35,1,BACHILLER EN DERECHO Y CIENCIAS POLITICAS,-,2008-09-25,0766-2008-CU-UIGV,,,,,2
458,132,1,4,DOCTORIS SCIENTIAE EN: ECONOMIA Y GESTION,-,2015-07-01,1947-2015-R-UNA,,,,,2
459,132,1,1,BACHILLER EN ECONOMIA,-,1989-08-11,741-89-R-UNA,,,,,2
460,132,1,2,INGENIERO ECONOMISTA,-,1992-01-31,173-92-R-UNA,,,,,2
461,132,33,3,DIPLOMA DE MAGISTER EN ECONOMÍA DEL MEDIO AMBIENTE Y RECURSOS NATURALES,-,,939-2005-ANR,,,,,2
462,134,1,2,INGENIERO ECONOMISTA,-,,1104-90-R-UNA,,,,,2
463,134,1,1,BACHILLER EN ECONOMIA,-,,-,,,,,2
464,134,33,3,DIPLOMA DE MAGÍSTER EN ECONOMÍA,-,2006-03-18,2177-2006-ANR,,,,,2
465,136,1,3,MAGISTER SCIENTIAE EN ECONOMIA,MENCION EN: FINANZAS,2010-04-16,0805-2010-R-UNA,,,,,2
466,136,1,2,INGENIERO ECONOMISTA,-,1987-11-27,1588-87-R-UNA,,,,,2
467,136,1,1,BACHILLER EN INGENIERIA ECONOMICA,-,1986-10-24,1239-86-R-UNA,,,,,2
468,136,1,4,Doctoris Scientiae en Economía y Gestión,-,2018-12-19,3305-2018-R-UNA,,,,,2
469,137,1,3,MAGISTER SCIENTIAE EN ECONOMIA,-,2011-03-18,0512-2011-R-UNA,,,,,2
470,137,1,1,BACHILLER EN ECONOMÍA,-,1985-11-22,1564-85-R-UNA,,,,,2
471,137,1,2,INGENIERO ECONOMISTA,-,1989-08-11,726-89-R-UNA,,,,,2
472,137,1,4,Doctor en Economía y Políticas Públicas,-,2021-10-11,1860-2021-R-UNA,,,,,2
473,138,1,1,BACHILLER EN ECONOMIA,-,1978-06-14,-,,,,,2
474,138,1,2,INGENIERO ECONOMISTA,-,1982-09-24,-,,,,,2
475,138,22,3,MAGISTER EN EDUCACION CON MENCION EN DOCENCIA EN EL NIVEL SUPERIOR,-,2024-09-11,011253-2024-R/UNMSM,,,,,2
476,135,1,2,INGENIERO ECONOMISTA,-,1994-11-11,1645-94-R-UNA,,,,,2
